User_ID,Income,Expense,Savings,Debt_Payment,Transaction_Count,Savings_Ratio,Debt_Burden,Spending_Ratio
U1116,32568,19954,12614,5750,102,0.38731269958241216,0.1765536723163842,0.6126873004175878
U1117,92592,53707,38885,12772,128,0.41996068774840156,0.13793848280628995,0.5800393122515984
U1118,97563,39645,57918,10267,94,0.5936471818209772,0.10523456638274756,0.4063528181790228
U1119,32695,22025,10670,1062,148,0.3263495947392568,0.032482030891573636,0.6736504052607433
U1120,78190,36935,41255,18360,107,0.5276250159866991,0.23481263588694207,0.4723749840133009
U1121,35258,30163,5095,17680,73,0.14450621135628794,0.5014464802314368,0.8554937886437121
U1122,117538,101662,15876,6229,108,0.1350712110126087,0.05299562694617911,0.8649287889873913
U1123,69504,29183,40321,16509,84,0.5801248848987108,0.23752589779005526,0.4198751151012891
U1124,63159,22445,40714,15147,95,0.644627052359917,0.23982330309219588,0.355372947640083
U1125,43986,26576,17410,4632,79,0.3958077570135952,0.10530623380166416,0.6041922429864047
U1126,91858,48916,42942,6288,112,0.46748241851553485,0.06845348254915196,0.5325175814844652
U1127,42666,23424,19242,3596,68,0.4509914217409647,0.08428256691510805,0.5490085782590353
U1128,68660,24169,44491,11475,54,0.6479900961258375,0.1671278764928634,0.35200990387416253
U1129,33561,12104,21457,6168,121,0.6393432853609845,0.18378475015643156,0.3606567146390155
U1130,56854,41213,15641,9795,30,0.27510817180849195,0.1722833925493369,0.7248918281915081
U1131,94505,42790,51715,7561,118,0.5472197238241363,0.08000634887043014,0.4527802761758637
U1132,134488,77724,56764,8258,129,0.4220748319552674,0.061403247873416215,0.5779251680447326
U1133,82251,54666,27585,16616,93,0.3353758616916512,0.20201578096314937,0.6646241383083489
U1134,52662,34427,18235,6371,28,0.3462648589115491,0.12097907409517299,0.6537351410884509
U1135,38392,18441,19951,14369,22,0.5196655553240258,0.3742706813919567,0.48033444467597414
U1136,60535,47949,12586,12910,104,0.20791277773189065,0.2132650532749649,0.7920872222681093
U1137,108603,51294,57309,7943,45,0.5276926051766526,0.07313794278242775,0.47230739482334744
U1138,143569,114171,29398,12199,91,0.2047656527523351,0.08496959650063732,0.7952343472476648
U1139,82256,68209,14047,15728,67,0.17077173701614473,0.19120793619918303,0.8292282629838553
U1140,119135,97265,21870,6738,136,0.18357325722919376,0.05655768665799303,0.8164267427708062
U1141,65222,42381,22841,15913,31,0.3502039189230628,0.24398209193217013,0.6497960810769372
U1142,107373,57799,49574,2472,67,0.4616989373492405,0.023022547567824313,0.5383010626507595
U1143,109575,95520,14055,19123,56,0.12826830937713896,0.17451973534109058,0.871731690622861
U1144,126354,91063,35291,15679,63,0.279302594298558,0.12408788008294158,0.720697405701442
U1145,114651,84822,29829,1761,34,0.26017217468665776,0.015359656697281315,0.7398278253133422
U1146,93335,72340,20995,10167,62,0.22494241174264745,0.10893019767504152,0.7750575882573525
U1147,40965,33555,7410,10554,106,0.18088612229952397,0.2576345660930062,0.8191138777004761
U1148,54538,31540,22998,17260,89,0.4216876306428545,0.31647658513330157,0.5783123693571455
U1149,138066,106665,31401,14277,65,0.22743470514101952,0.10340706618573725,0.7725652948589805
U1150,100592,84187,16405,3812,127,0.16308453952600604,0.03789565770637824,0.836915460473994
U1151,128018,63757,64261,17844,142,0.5019684731834586,0.1393866487525192,0.49803152681654145
U1152,143252,51445,91807,18117,40,0.6408776142741462,0.1264694384720632,0.35912238572585375
U1153,38110,28190,9920,1605,126,0.26029913408554184,0.042114930464445026,0.7397008659144582
U1154,109309,63490,45819,5622,99,0.41916951028735056,0.05143217850314247,0.5808304897126495
U1155,57266,22703,34563,6767,66,0.6035518457723605,0.11816784828694164,0.39644815422763946
U1156,82992,72218,10774,11613,136,0.12981974166184693,0.13992914979757085,0.870180258338153
U1157,112948,66016,46932,19901,143,0.415518645748486,0.17619612565074194,0.5844813542515139
U1158,128806,84057,44749,10589,44,0.3474139403443939,0.08220890331195752,0.6525860596556061
U1159,36910,32464,4446,13918,55,0.12045516120292604,0.3770793822812246,0.879544838797074
U1160,140989,50486,90503,13046,70,0.6419153267276171,0.09253204150678422,0.35808467327238297
U1161,120982,67185,53797,2590,34,0.444669454960242,0.02140814336016928,0.555330545039758
U1162,149176,78632,70544,17447,87,0.4728910816753365,0.11695581058615327,0.5271089183246634
U1163,30206,12280,17926,4324,40,0.5934582533271535,0.14315036747666027,0.4065417466728464
U1164,117054,44598,72456,10787,38,0.618996360654057,0.09215404855878484,0.3810036393459429
U1165,117897,60858,57039,9111,53,0.4838036591261864,0.07727932008448052,0.5161963408738136
U1166,53419,29181,24238,5342,97,0.45373369026001986,0.10000187199311107,0.5462663097399801
U1167,80636,56530,24106,16389,144,0.2989483605337566,0.20324668882385039,0.7010516394662434
U1168,144238,95272,48966,8659,136,0.33948058070688725,0.06003272369278553,0.6605194192931128
U1169,80015,54091,25924,14043,71,0.32398925201524714,0.17550459288883336,0.6760107479847529
U1170,147478,68476,79002,8837,46,0.535686678691059,0.059920801746701204,0.464313321308941
U1171,137059,55654,81405,117,54,0.5939412953545553,0.0008536469695532581,0.4060587046454447
U1172,84268,55045,29223,13917,125,0.3467864432524802,0.16515165899273745,0.6532135567475198
U1173,140687,50447,90240,18935,21,0.6414238700093114,0.13458954985179866,0.35857612999068855
U1174,117939,87377,30562,14309,96,0.25913395908054165,0.12132543094311467,0.7408660409194584
U1175,48141,18809,29332,13234,109,0.6092935335784466,0.2749008121975032,0.3907064664215534
U1176,110356,39181,71175,5560,108,0.6449581354887818,0.05038239878212331,0.3550418645112182
U1177,135878,77246,58632,846,113,0.43150473218622587,0.0062261734791504144,0.5684952678137741
U1178,101910,84319,17591,10954,26,0.1726130899813561,0.10748699833186144,0.827386910018644
U1179,86044,44008,42036,13703,114,0.4885407465947655,0.15925572962670262,0.5114592534052346
U1180,97214,66296,30918,15385,127,0.318040611434567,0.1582590984837575,0.6819593885654329
U1181,147930,118193,29737,13746,93,0.2010207530588792,0.09292232812816872,0.7989792469411208
U1182,149324,112274,37050,6469,58,0.24811818595805096,0.043321904047574404,0.7518818140419491
U1183,63827,51874,11953,9333,90,0.18727184420386356,0.1462233850878155,0.8127281557961364
U1184,85820,42905,42915,16608,75,0.5000582614775111,0.19352132370076905,0.4999417385224889
U1185,92623,39584,53039,12819,61,0.572633147274435,0.1383997495222569,0.4273668527255649
U1186,111734,52088,59646,4208,55,0.5338213972470331,0.0376608731451483,0.46617860275296685
U1187,105450,77604,27846,6283,103,0.2640682788051209,0.059582740635372215,0.735931721194879
U1188,123426,102153,21273,2048,137,0.1723542851587186,0.016592938278806733,0.8276457148412815
U1189,147845,79809,68036,6233,26,0.4601846528458859,0.04215901789035815,0.5398153471541141
U1190,52299,42813,9486,12941,73,0.18138014111168474,0.24744258972446892,0.8186198588883152
U1191,73585,39281,34304,12607,148,0.4661819664333764,0.17132567778759258,0.5338180335666236
U1192,139225,51182,88043,9765,139,0.6323792422337943,0.07013826539773747,0.3676207577662058
U1193,94044,53793,40251,1828,125,0.4280017863978563,0.019437710008081324,0.5719982136021436
U1194,72557,38385,34172,1917,66,0.4709676530176275,0.026420607246716375,0.5290323469823724
U1195,79080,30486,48594,6988,142,0.6144916540212443,0.08836621143146181,0.3855083459787557
U1196,139556,85437,54119,18410,138,0.38779414715239763,0.13191836968672074,0.6122058528476024
U1197,32693,14978,17715,14594,137,0.5418591135717126,0.4463952528064112,0.4581408864282874
U1198,125003,74137,50866,12977,40,0.4069182339623849,0.10381350847579658,0.5930817660376151
U1199,125259,99060,26199,9,45,0.20915862333245516,7.185112447009795e-05,0.7908413766675448
U1200,142235,119120,23115,16644,28,0.16251274299574647,0.11701761169894892,0.8374872570042535
U1201,99163,63460,35703,9865,34,0.36004356463600334,0.09948266994746024,0.6399564353639966
U1202,55939,40661,15278,2219,29,0.27311893312358104,0.03966821001448006,0.726881066876419
U1203,78925,45977,32948,7041,141,0.41745961355717454,0.0892112765283497,0.5825403864428255
U1204,72941,47719,25222,18444,140,0.3457863204507753,0.252861902085247,0.6542136795492247
U1205,51834,24283,27551,5287,144,0.5315237103059768,0.10199868811976695,0.4684762896940232
U1206,48047,36019,12028,1619,91,0.2503382105022166,0.033696172497762605,0.7496617894977834
U1207,56105,28730,27375,8512,68,0.48792442741288655,0.15171553337492202,0.5120755725871134
U1208,105766,70150,35616,1342,110,0.3367433768886031,0.012688387572565853,0.6632566231113969
U1209,45707,36639,9068,10568,56,0.1983941190627256,0.2312118493884963,0.8016058809372744
U1210,51976,37694,14282,19216,87,0.2747806680006157,0.36970909650607975,0.7252193319993844
U1211,74262,60622,13640,19208,69,0.1836740190137621,0.2586518003824298,0.8163259809862379
U1212,53776,35320,18456,18378,38,0.343201428146385,0.34175096697411483,0.656798571853615
U1213,60080,29044,31036,14231,119,0.516577896138482,0.23686750998668443,0.48342210386151796
U1214,96842,36278,60564,3490,79,0.6253898102063155,0.036038082650089835,0.37461018979368454
U1215,91373,47052,44321,9310,108,0.4850557604544012,0.10189005504908452,0.5149442395455988
U1216,36776,16806,19970,7984,88,0.5430171851207309,0.21709810746138786,0.45698281487926906
U1217,122787,83485,39302,17988,68,0.32008274491599276,0.1464975933934374,0.6799172550840072
U1218,85016,51581,33435,12219,127,0.39327891220476147,0.14372588689187918,0.6067210877952386
U1219,39474,16305,23169,235,138,0.5869433044535644,0.005953285707047677,0.41305669554643565
U1220,135830,73058,62772,10161,56,0.4621364941470956,0.07480674372377236,0.5378635058529043
U1221,88053,54863,33190,1908,30,0.3769320750002839,0.021668767674014513,0.6230679249997161
U1222,51959,36293,15666,8567,97,0.30150695740872613,0.16488000153967552,0.6984930425912739
U1223,35530,31586,3944,3530,96,0.11100478468899522,0.09935265972417676,0.8889952153110048
U1224,124856,70802,54054,5256,21,0.43293073620811173,0.04209649516242712,0.5670692637918883
U1225,149101,88373,60728,19019,83,0.4072943843434987,0.12755782992736467,0.5927056156565013
U1226,33748,17656,16092,8162,54,0.47682825648927346,0.24185136897001303,0.5231717435107266
U1227,127504,81300,46204,18944,26,0.3623729451625047,0.14857573095746016,0.6376270548374953
U1228,128098,64171,63927,5415,104,0.49904760417805116,0.04227232275289232,0.5009523958219488
U1229,43545,37553,5992,3391,86,0.1376047766678149,0.07787346423240327,0.8623952233321851
U1230,96199,60612,35587,11157,61,0.36993108036466077,0.11597833657314525,0.6300689196353393
U1231,64766,35081,29685,5951,137,0.4583423401167279,0.09188463082481549,0.5416576598832721
U1232,103530,36511,67019,8007,144,0.6473389355742297,0.07733990147783251,0.35266106442577033
U1233,123557,94395,29162,9064,43,0.23602062206107302,0.0733588546177068,0.763979377938927
U1234,91087,49491,41596,15524,65,0.4566623118556984,0.1704304675749558,0.5433376881443016
U1235,125839,55987,69852,19282,38,0.5550902343470625,0.15322753677317844,0.4449097656529375
U1236,146183,104051,42132,77,87,0.2882140878214293,0.0005267370350861591,0.7117859121785707
U1237,98840,50500,48340,7577,121,0.48907324969647914,0.07665924726831243,0.5109267503035209
U1238,148451,101804,46647,16984,61,0.3142248957568491,0.1144081211982405,0.6857751042431509
U1239,84384,50070,34314,14060,51,0.4066410693970421,0.16661926431551005,0.5933589306029579
U1240,81005,56161,24844,17449,128,0.30669711746188505,0.21540645639158076,0.6933028825381149
U1241,76576,39107,37469,18520,55,0.4893047430004179,0.24185123276222315,0.5106952569995821
U1242,69353,34776,34577,10535,116,0.4985653108012631,0.1519040272230473,0.5014346891987369
U1243,92003,51426,40577,9510,92,0.44103996608806234,0.1033661945806115,0.5589600339119376
U1244,113211,76599,36612,6943,116,0.32339613641783926,0.06132796283046701,0.6766038635821607
U1245,82733,40546,42187,11954,142,0.5099174452757667,0.14448889802134576,0.4900825547242334
U1246,95318,44247,51071,7804,89,0.5357959671835331,0.08187330829434104,0.464204032816467
U1247,139953,61849,78104,6565,32,0.5580730673869084,0.04690860503168921,0.4419269326130915
U1248,119474,74607,44867,5984,68,0.37553777390896764,0.05008621122587341,0.6244622260910324
U1249,53664,28546,25118,4670,79,0.4680605247465713,0.08702295766249254,0.5319394752534288
U1250,97172,54630,42542,18574,149,0.43780101263738525,0.19114559749722143,0.5621989873626148
U1251,115616,83192,32424,9184,24,0.2804456130639358,0.07943537226681428,0.7195543869360642
U1252,123264,51210,72054,19096,46,0.5845502336448598,0.15491952232606437,0.4154497663551402
U1253,145386,58180,87206,2192,27,0.5998239170208961,0.01507710508577167,0.4001760829791039
U1254,56736,28249,28487,1248,69,0.5020974337281444,0.021996615905245348,0.4979025662718556
U1255,124209,54863,69346,11246,86,0.5583009282741186,0.09054094308785998,0.44169907172588135
U1256,133041,66695,66346,12790,63,0.4986883742605663,0.096135777692591,0.5013116257394337
U1257,142859,125969,16890,18381,144,0.11822846302998061,0.12866532735074443,0.8817715369700194
U1258,142181,64801,77380,3687,77,0.5442358683649714,0.025931734901287796,0.4557641316350286
U1259,30854,22326,8528,4018,22,0.27639852207169247,0.13022622674531664,0.7236014779283075
U1260,120084,63310,56774,11302,105,0.4727857166650012,0.09411745111755104,0.5272142833349989
U1261,68623,32623,36000,1970,89,0.5246054529822363,0.028707576177083485,0.47539454701776374
U1262,37392,15101,22291,8389,149,0.5961435601198117,0.2243528027385537,0.40385643988018827
U1263,85680,31368,54312,17586,21,0.6338935574229692,0.20525210084033613,0.3661064425770308
U1264,76717,27948,48769,15374,121,0.6357000404082537,0.20039886856889608,0.36429995959174627
U1265,149937,72287,77650,5788,54,0.5178841780214357,0.03860287987621468,0.48211582197856434
U1266,117092,93789,23303,5408,117,0.19901445017593003,0.04618590510026304,0.80098554982407
U1267,80859,52622,28237,9446,49,0.34921282726721825,0.1168206383952312,0.6507871727327817
U1268,134095,88802,45293,922,135,0.337768000298296,0.006875722435586711,0.662231999701704
U1269,56309,19895,36414,419,27,0.6466817027473406,0.007441084018540553,0.35331829725265945
U1270,117455,102497,14958,18588,63,0.12735090034481292,0.158256353497084,0.8726490996551871
U1271,93734,77522,16212,10789,55,0.17295751808308618,0.11510231079437558,0.8270424819169139
U1272,100467,45370,55097,1120,96,0.54840893029552,0.011147939124289567,0.4515910697044801
U1273,82662,50724,31938,11260,50,0.38636858532336504,0.1362173671094336,0.613631414676635
U1274,128506,112605,15901,17334,66,0.12373741303907988,0.13488864333182887,0.8762625869609201
U1275,139751,77132,62619,2336,74,0.4480755057208893,0.016715443896644748,0.5519244942791107
U1276,148906,126202,22704,5373,125,0.15247202933394222,0.036083166561454875,0.8475279706660578
U1277,42688,36971,5717,2243,140,0.13392522488755623,0.05254404047976012,0.8660747751124438
U1278,55342,24554,30788,19029,74,0.5563225037042391,0.34384373531856455,0.4436774962957609
U1279,67157,38775,28382,4612,31,0.42262161799961284,0.0686748961388984,0.5773783820003872
U1280,97863,40028,57835,13946,22,0.5909792260609219,0.14250533909649205,0.4090207739390781
U1281,136308,107473,28835,18249,49,0.21154297620095666,0.13388062329430409,0.7884570237990434
U1282,82083,41178,40905,11104,42,0.4983370490844633,0.13527770671149933,0.5016629509155367
U1283,136081,104327,31754,13429,111,0.23334631579720902,0.09868387210558417,0.766653684202791
U1284,95733,74097,21636,6371,134,0.22600357243583719,0.06654967461585869,0.7739964275641629
U1285,119045,57382,61663,6359,123,0.5179805955731026,0.05341677516905372,0.4820194044268974
U1286,64698,32994,31704,7863,137,0.4900306037280905,0.12153389594732449,0.5099693962719095
U1287,140078,117514,22564,3228,24,0.16108168306229387,0.02304430388783392,0.8389183169377061
U1288,110623,56340,54283,14382,123,0.49070265677119584,0.13000913010856693,0.5092973432288042
U1289,52671,43983,8688,18755,127,0.16494845360824742,0.3560782973552809,0.8350515463917526
U1290,55184,24041,31143,2891,84,0.5643483618440127,0.05238837344157727,0.43565163815598723
U1291,123384,96301,27083,3756,140,0.21950171821305842,0.030441548336899434,0.7804982817869416
U1292,72107,63691,8416,15770,49,0.11671543678144979,0.21870276117436588,0.8832845632185502
U1293,116202,99064,17138,16478,103,0.14748455276157038,0.141804788213628,0.8525154472384296
U1294,139893,72744,67149,2674,51,0.48000257339538077,0.019114609022610137,0.5199974266046192
U1295,81663,57036,24627,6898,35,0.3015686418573895,0.08446909861259078,0.6984313581426105
U1296,45708,18365,27343,10147,57,0.5982103789271025,0.2219961494705522,0.4017896210728975
U1297,121906,58259,63647,793,55,0.5220989943070891,0.006505012058471281,0.47790100569291094
U1298,79811,50106,29705,2116,133,0.37219180313490624,0.02651263610279285,0.6278081968650938
U1299,32811,11919,20892,5779,85,0.6367376794367743,0.17612995641705526,0.36326232056322577
U1300,86250,65783,20467,12298,124,0.23729855072463768,0.1425855072463768,0.7627014492753623
U1301,142547,84215,58332,14153,104,0.40921240012066196,0.0992865511024434,0.590787599879338
U1302,102082,81860,20222,11111,21,0.19809564859622655,0.10884387061382027,0.8019043514037735
U1303,64754,46527,18227,10789,94,0.2814806807301479,0.166615189795225,0.718519319269852
U1304,125742,74759,50983,11397,86,0.4054572060250354,0.0906379729923176,0.5945427939749646
U1305,136642,64390,72252,12999,74,0.5287686070168762,0.09513180427686949,0.4712313929831238
U1306,41411,21683,19728,814,25,0.47639516070609256,0.019656612977228274,0.5236048392939074
U1307,32911,17083,15828,16729,105,0.4809334265139315,0.5083102913919358,0.5190665734860684
U1308,97270,49413,47857,10541,79,0.49200164490593196,0.10836845892875502,0.5079983550940681
