customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment,avg_order_value,clv,churn
12540.0,20,33,22254.49,4,5,5,455,Loyal Customers,674.3784848484848,22254.49,0
12541.0,30,3,981.18,4,3,3,433,Others,327.06,981.18,0
12542.0,484,2,481.88,1,2,2,122,Others,240.94,481.88,1
12543.0,448,1,980.25,1,1,3,113,Others,980.25,980.25,1
12544.0,36,1,372.7,4,1,2,412,Others,372.7,372.7,0
12545.0,75,2,1000.39,3,2,3,323,Others,500.195,1000.39,0
12546.0,47,2,1161.5,4,2,3,423,Others,580.75,1161.5,0
12547.0,198,3,383.58,2,3,2,232,Others,127.86,383.58,1
12548.0,166,1,95.19999999999999,3,1,1,311,Others,95.19999999999999,95.19999999999999,1
12549.0,576,6,1575.68,1,4,4,144,At Risk,262.61333333333334,1575.68,1
12550.0,79,1,964.83,3,1,3,313,Others,964.83,964.83,0
12551.0,358,1,168.0,2,1,1,211,Others,168.0,168.0,1
12552.0,39,2,437.82,4,2,2,422,Others,218.91,437.82,0
12553.0,8,12,4608.75,5,5,5,555,Champions,384.0625,4608.75,0
12554.0,449,1,468.5,1,1,2,112,Others,468.5,468.5,1
12555.0,682,1,129.23,1,1,1,111,Others,129.23,129.23,1
12556.0,50,2,603.71,4,2,2,422,Others,301.855,603.71,0
12557.0,16,8,18716.14,5,4,5,545,Loyal Customers,2339.5175,18716.14,0
12558.0,8,1,269.96,5,1,1,511,New Customers,269.96,269.96,0
12559.0,311,2,561.71,2,2,2,222,Others,280.855,561.71,1
12560.0,5,3,2134.01,5,3,4,534,New Customers,711.3366666666667,2134.01,0
12561.0,303,1,238.85,2,1,1,211,Others,238.85,238.85,1
12562.0,8,9,4966.92,5,5,5,555,Champions,551.88,4966.92,0
12563.0,409,1,249.24,2,1,1,211,Others,249.24,249.24,1
12564.0,261,1,456.9,2,1,2,212,Others,456.9,456.9,1
12565.0,289,1,145.92,2,1,1,211,Others,145.92,145.92,1
12566.0,86,1,351.65,3,1,2,312,Others,351.65,351.65,0
12567.0,23,15,13709.86,4,5,5,455,Loyal Customers,913.9906666666667,13709.86,0
12568.0,645,1,70.0,1,1,1,111,Others,70.0,70.0,1
12569.0,2,32,4124.69,5,5,5,555,Champions,128.8965625,4124.69,0
12570.0,682,1,77.52,1,1,1,111,Others,77.52,77.52,1
12571.0,40,2,519.61,4,2,2,422,Others,259.805,519.61,0
12572.0,9,2,1020.42,5,2,3,523,New Customers,510.21,1020.42,0
12573.0,227,5,717.41,2,4,3,243,At Risk,143.482,717.41,1
12574.0,316,1,218.45,2,1,1,211,Others,218.45,218.45,1
12575.0,457,2,622.8199999999999,1,2,3,123,Others,311.40999999999997,622.8199999999999,1
12576.0,36,8,2142.72,4,4,4,444,Loyal Customers,267.84,2142.72,0
12577.0,35,8,1653.75,4,4,4,444,Loyal Customers,206.71875,1653.75,0
12578.0,21,4,4642.45,4,3,5,435,Others,1160.6125,4642.45,0
12579.0,78,1,440.42,3,1,2,312,Others,440.42,440.42,0
12580.0,247,2,1052.9,2,2,3,223,Others,526.45,1052.9,1
12581.0,40,1,197.71,4,1,1,411,Others,197.71,197.71,0
12582.0,239,4,1980.4,2,3,4,234,Others,495.1,1980.4,1
12583.0,3,27,14447.44,5,5,5,555,Champions,535.0903703703704,14447.44,0
12584.0,4,9,2338.15,5,5,4,554,Loyal Customers,259.7944444444445,2338.15,0
12585.0,234,2,2040.1,2,2,4,224,Others,1020.05,2040.1,1
12586.0,17,4,2062.67,5,3,4,534,New Customers,515.6675,2062.67,0
12587.0,8,1,144.0,5,1,1,511,New Customers,144.0,144.0,0
12588.0,39,4,958.78,4,3,3,433,Others,239.695,958.78,0
12589.0,29,8,4695.66,4,4,5,445,Loyal Customers,586.9575,4695.66,0
12590.0,211,2,9864.26,2,2,5,225,Others,4932.13,9864.26,1
12591.0,317,3,1352.15,2,3,4,234,Others,450.7166666666667,1352.15,1
12592.0,92,5,2582.66,3,4,4,344,Others,516.5319999999999,2582.66,1
12593.0,109,3,418.09999999999997,3,3,2,332,Others,139.36666666666665,418.09999999999997,1
12594.0,38,15,5090.110000000001,4,5,5,455,Loyal Customers,339.3406666666667,5090.110000000001,0
12595.0,505,1,299.02,1,1,2,112,Others,299.02,299.02,1
12596.0,51,2,618.27,4,2,3,423,Others,309.135,618.27,0
12597.0,19,4,3811.22,5,3,5,535,New Customers,952.805,3811.22,0
12598.0,10,11,4534.09,5,5,5,555,Champions,412.19,4534.09,0
12599.0,29,13,2296.72,4,5,4,454,Loyal Customers,176.67076923076922,2296.72,0
12600.0,29,21,5043.92,4,5,5,455,Loyal Customers,240.18666666666667,5043.92,0
12601.0,190,6,681.26,2,4,3,243,At Risk,113.54333333333334,681.26,1
12602.0,59,1,153.12,4,1,1,411,Others,153.12,153.12,0
12603.0,22,1,739.1999999999999,4,1,3,413,Others,739.1999999999999,739.1999999999999,0
12604.0,79,2,254.18,3,2,1,321,Others,127.09,254.18,0
12605.0,376,4,1232.95,2,3,3,233,Others,308.2375,1232.95,1
12606.0,682,1,21.0,1,1,1,111,Others,21.0,21.0,1
12607.0,60,1,1579.51,3,1,4,314,Others,1579.51,1579.51,0
12608.0,405,1,415.79,2,1,2,212,Others,415.79,415.79,1
12609.0,78,9,3435.86,3,5,5,355,Others,381.76222222222225,3435.86,0
12610.0,23,5,2099.54,4,4,4,444,Loyal Customers,419.908,2099.54,0
12611.0,52,1,1193.32,4,1,3,413,Others,1193.32,1193.32,0
12612.0,74,1,704.0400000000001,3,1,3,313,Others,704.0400000000001,704.0400000000001,0
12613.0,57,10,6835.07,4,5,5,455,Loyal Customers,683.507,6835.07,0
12614.0,278,1,315.6,2,1,2,212,Others,315.6,315.6,1
12615.0,2,8,5740.98,5,4,5,545,Loyal Customers,717.6225,5740.98,0
12616.0,95,3,1131.1,3,3,3,333,Others,377.0333333333333,1131.1,1
12617.0,29,1,355.53,4,1,2,412,Others,355.53,355.53,0
12618.0,22,1,177.31,4,1,1,411,Others,177.31,177.31,0
12619.0,16,10,3781.38,5,5,5,555,Champions,378.13800000000003,3781.38,0
12620.0,15,3,1339.41,5,3,4,534,New Customers,446.47,1339.41,0
12621.0,2,35,24775.81,5,5,5,555,Champions,707.8802857142857,24775.81,0
12622.0,232,1,180.1,2,1,1,211,Others,180.1,180.1,1
12623.0,276,7,3747.84,2,4,5,245,At Risk,535.4057142857143,3747.84,1
12624.0,106,2,641.13,3,2,3,323,Others,320.565,641.13,1
12625.0,212,4,5164.88,2,3,5,235,Others,1291.22,5164.88,1
12626.0,23,9,6620.48,4,5,5,455,Loyal Customers,735.6088888888888,6620.48,0
12627.0,11,7,4478.53,5,4,5,545,Loyal Customers,639.79,4478.53,0
12628.0,4,3,786.46,5,3,3,533,New Customers,262.15333333333336,786.46,0
12629.0,386,2,1558.22,2,2,4,224,Others,779.11,1558.22,1
12630.0,10,2,1270.88,5,2,4,524,New Customers,635.44,1270.88,0
12631.0,57,6,3481.57,4,4,5,445,Loyal Customers,580.2616666666667,3481.57,0
12632.0,521,2,804.88,1,2,3,123,Others,402.44,804.88,1
12633.0,59,7,5678.16,4,4,5,445,Loyal Customers,811.1657142857142,5678.16,0
12634.0,536,2,490.0,1,2,2,122,Others,245.0,490.0,1
12635.0,90,4,2930.41,3,3,4,334,Others,732.6025,2930.41,0
12636.0,739,1,141.0,1,1,1,111,Others,141.0,141.0,1
12637.0,67,12,8340.31,3,5,5,355,Others,695.0258333333333,8340.31,0
12638.0,33,2,921.49,4,2,3,423,Others,460.745,921.49,0
12639.0,239,3,1312.37,2,3,4,234,Others,437.45666666666665,1312.37,1
12640.0,24,3,1174.58,4,3,3,433,Others,391.52666666666664,1174.58,0
12641.0,115,1,185.9,3,1,1,311,Others,185.9,185.9,1
12642.0,25,3,1013.26,4,3,3,433,Others,337.75333333333333,1013.26,0
12643.0,128,12,8350.42,3,5,5,355,Others,695.8683333333333,8350.42,1
12644.0,130,4,1918.49,3,3,4,334,Others,479.6225,1918.49,1
12645.0,34,8,3539.3,4,4,5,445,Loyal Customers,442.4125,3539.3,0
12646.0,5,2,1346.97,5,2,4,524,New Customers,673.485,1346.97,0
12647.0,22,36,17924.35,4,5,5,455,Loyal Customers,497.89861111111105,17924.35,0
12648.0,155,4,1112.0,3,3,3,333,Others,278.0,1112.0,1
12649.0,107,8,2294.65,3,4,4,344,Others,286.83125,2294.65,1
12650.0,3,1,314.44,5,1,2,512,New Customers,314.44,314.44,0
12651.0,335,4,377.75,2,3,2,232,Others,94.4375,377.75,1
12652.0,331,2,1017.03,2,2,3,223,Others,508.515,1017.03,1
12653.0,149,3,4160.83,3,3,5,335,Others,1386.9433333333334,4160.83,1
12654.0,11,5,601.98,5,4,2,542,Loyal Customers,120.396,601.98,0
12655.0,424,1,261.35,1,1,1,111,Others,261.35,261.35,1
12656.0,17,8,6407.83,5,4,5,545,Loyal Customers,800.97875,6407.83,0
12657.0,11,4,1643.18,5,3,4,534,New Customers,410.795,1643.18,0
12658.0,19,1,686.05,5,1,3,513,New Customers,686.05,686.05,0
12659.0,30,1,91.68,4,1,1,411,Others,91.68,91.68,0
12660.0,11,1,245.1,5,1,1,511,New Customers,245.1,245.1,0
12661.0,436,1,162.0,1,1,1,111,Others,162.0,162.0,1
12662.0,1,20,6988.02,5,5,5,555,Champions,349.401,6988.02,0
12663.0,625,2,239.4,1,2,1,121,Others,119.7,239.4,1
12664.0,8,11,6070.04,5,5,5,555,Champions,551.8218181818182,6070.04,0
12665.0,325,3,313.6,2,3,2,232,Others,104.53333333333335,313.6,1
12666.0,394,1,1248.42,2,1,3,213,Others,1248.42,1248.42,1
12667.0,58,1,620.13,4,1,3,413,Others,620.13,620.13,0
12668.0,12,10,11444.68,5,5,5,555,Champions,1144.468,11444.68,0
12669.0,151,3,2744.0299999999997,3,3,4,334,Others,914.6766666666666,2744.0299999999997,1
12670.0,10,7,3760.29,5,4,5,545,Loyal Customers,537.1842857142857,3760.29,0
12671.0,606,1,2622.481,1,1,4,114,Others,2622.481,2622.481,1
12672.0,330,2,437.05,2,2,2,222,Others,218.525,437.05,1
12673.0,5,3,1230.02,5,3,3,533,New Customers,410.00666666666666,1230.02,0
12674.0,39,4,1970.6,4,3,4,434,Others,492.65,1970.6,0
12675.0,554,2,958.5,1,2,3,123,Others,479.25,958.5,1
12676.0,25,11,2843.09,4,5,4,454,Loyal Customers,258.4627272727273,2843.09,0
12677.0,555,2,395.1,1,2,2,122,Others,197.55,395.1,1
12678.0,42,21,34281.18,4,5,5,455,Loyal Customers,1632.4371428571428,34281.18,0
12679.0,59,4,1113.02,4,3,3,433,Others,278.255,1113.02,0
12680.0,1,4,880.81,5,3,3,533,New Customers,220.2025,880.81,0
12681.0,15,45,30868.28,5,5,5,555,Champions,685.9617777777778,30868.28,0
12682.0,4,52,24033.91,5,5,5,555,Champions,462.19057692307695,24033.91,0
12683.0,4,21,12696.78,5,5,5,555,Champions,604.6085714285715,12696.78,0
12684.0,8,7,2283.63,5,4,4,544,Loyal Customers,326.23285714285714,2283.63,0
12685.0,28,6,2863.08,4,4,4,444,Loyal Customers,477.18,2863.08,0
12686.0,372,1,178.28,2,1,1,211,Others,178.28,178.28,1
12687.0,481,2,2138.91,1,2,4,124,Others,1069.455,2138.91,1
12688.0,114,1,4873.8099999999995,3,1,5,315,Others,4873.8099999999995,4873.8099999999995,1
12689.0,26,2,1247.61,4,2,3,423,Others,623.805,1247.61,0
12690.0,206,1,389.01,2,1,2,212,Others,389.01,389.01,1
12691.0,28,7,1170.4,4,4,3,443,Loyal Customers,167.20000000000002,1170.4,0
12692.0,637,1,110.95,1,1,1,111,Others,110.95,110.95,1
12693.0,127,7,1703.02,3,4,4,344,Others,243.28857142857143,1703.02,1
12694.0,70,3,1843.35,3,3,4,334,Others,614.4499999999999,1843.35,0
12695.0,7,7,1407.1200000000001,5,4,4,544,Loyal Customers,201.0171428571429,1407.1200000000001,0
12696.0,435,2,851.91,1,2,3,123,Others,425.955,851.91,1
12697.0,29,3,957.59,4,3,3,433,Others,319.19666666666666,957.59,0
12698.0,590,1,339.75,1,1,2,112,Others,339.75,339.75,1
12699.0,418,1,638.11,1,1,3,113,Others,638.11,638.11,1
12700.0,8,4,4939.99,5,3,5,535,New Customers,1234.9975,4939.99,0
12701.0,80,6,2446.41,3,4,4,344,Others,407.73499999999996,2446.41,0
12702.0,20,1,219.0,4,1,1,411,Others,219.0,219.0,0
12703.0,71,4,1006.53,3,3,3,333,Others,251.6325,1006.53,0
12704.0,7,8,2340.84,5,4,4,544,Loyal Customers,292.605,2340.84,0
12705.0,15,14,11762.1,5,5,5,555,Champions,840.15,11762.1,0
12707.0,292,1,603.42,2,1,2,212,Others,603.42,603.42,1
