User_ID,Income,Expense,Savings,Debt_Payment,Transaction_Count,Savings_Ratio,Debt_Burden,Spending_Ratio,Health_Score,Category
U1098,53247,41809,11438,4621,67,0.2148102240501812,0.0867842319755103,0.7851897759498188,42.43,Risky
U1099,54300,19790,34510,15034,88,0.6355432780847146,0.2768692449355432,0.3644567219152854,66.18,Moderate
U1100,104065,42561,61504,13623,124,0.5910152308653246,0.1309085667611589,0.4089847691346754,67.44,Moderate
U1101,112798,45823,66975,5126,109,0.5937605276689303,0.0454440681572368,0.4062394723310697,70.2,Moderate
U1102,39268,32543,6725,5122,82,0.1712590404400529,0.1304369970459407,0.828740959559947,38.08,Vulnerable
U1103,116807,66254,50553,18030,92,0.4327908430145453,0.1543571874973246,0.5672091569854546,55.66,Risky
U1104,42185,35302,6883,17302,108,0.1631622614673462,0.4101457864169728,0.8368377385326538,29.12,Vulnerable
U1105,93704,47769,45935,19181,32,0.4902138649363954,0.2046977717066507,0.5097861350636046,58.17,Risky
U1106,116779,46491,70288,5870,92,0.6018890382688669,0.0502658868460939,0.3981109617311331,70.62,Moderate
U1107,69099,58888,10211,1531,96,0.1477734844209033,0.0221566158699836,0.8522265155790967,39.68,Vulnerable
U1108,38571,17306,21265,8172,87,0.5513209406030437,0.2118690207668974,0.4486790593969562,62.24,Moderate
U1109,135512,89690,45822,19729,117,0.3381397957376468,0.145588582560954,0.6618602042623531,49.3,Risky
U1110,68044,51531,16513,7673,144,0.2426812062782905,0.1127652695314796,0.7573187937217095,43.6,Risky
U1111,81214,31660,49554,6882,121,0.6101657349718029,0.0847390843943162,0.3898342650281971,70.17,Moderate
U1112,91228,47777,43451,1906,121,0.4762901740693647,0.0208927083790064,0.5237098259306353,62.71,Moderate
U1113,144752,53015,91737,3086,38,0.6337529015143142,0.0213192218414944,0.3662470984856859,73.72,Moderate
U1114,78984,29576,49408,13503,101,0.6255444140585436,0.1709586751747189,0.3744555859414565,68.66,Moderate
U1115,70774,35683,35091,8152,42,0.495817673156809,0.1151835419786927,0.504182326843191,61.25,Moderate
U1116,32568,19954,12614,5750,102,0.3873126995824121,0.1765536723163842,0.6126873004175878,51.82,Risky
U1117,92592,53707,38885,12772,128,0.4199606877484015,0.1379384828062899,0.5800393122515984,55.26,Risky
U1118,97563,39645,57918,10267,94,0.5936471818209772,0.1052345663827475,0.4063528181790228,68.4,Moderate
U1119,32695,22025,10670,1062,148,0.3263495947392568,0.0324820308915736,0.6736504052607433,51.87,Risky
U1120,78190,36935,41255,18360,107,0.5276250159866991,0.234812635886942,0.4723749840133009,59.89,Risky
U1121,35258,30163,5095,17680,73,0.1445062113562879,0.5014464802314368,0.8554937886437121,25.07,Vulnerable
U1122,117538,101662,15876,6229,108,0.1350712110126087,0.0529956269461791,0.8649287889873913,37.87,Vulnerable
U1123,69504,29183,40321,16509,84,0.5801248848987108,0.2375258977900552,0.4198751151012891,63.48,Moderate
U1124,63159,22445,40714,15147,95,0.644627052359917,0.2398233030921958,0.355372947640083,67.93,Moderate
U1125,43986,26576,17410,4632,79,0.3958077570135952,0.1053062338016641,0.6041922429864047,54.55,Risky
U1126,91858,48916,42942,6288,112,0.4674824185155348,0.0684534825491519,0.5325175814844652,60.67,Moderate
U1127,42666,23424,19242,3596,68,0.4509914217409647,0.084282566915108,0.5490085782590353,59.04,Risky
U1128,68660,24169,44491,11475,54,0.6479900961258375,0.1671278764928634,0.3520099038741625,70.35,Moderate
U1129,33561,12104,21457,6168,121,0.6393432853609845,0.1837847501564315,0.3606567146390155,69.24,Moderate
U1130,56854,41213,15641,9795,30,0.2751081718084919,0.1722833925493369,0.7248918281915081,44.09,Risky
U1131,94505,42790,51715,7561,118,0.5472197238241363,0.0800063488704301,0.4527802761758637,65.91,Moderate
U1132,134488,77724,56764,8258,129,0.4220748319552674,0.0614032478734162,0.5779251680447326,57.7,Risky
U1133,82251,54666,27585,16616,93,0.3353758616916512,0.2020157809631493,0.6646241383083489,47.42,Risky
U1134,52662,34427,18235,6371,28,0.3462648589115491,0.1209790740951729,0.6537351410884509,50.61,Risky
U1135,38392,18441,19951,14369,22,0.5196655553240258,0.3742706813919567,0.4803344446759741,55.15,Risky
U1136,60535,47949,12586,12910,104,0.2079127777318906,0.2132650532749649,0.7920872222681093,38.16,Vulnerable
U1137,108603,51294,57309,7943,45,0.5276926051766526,0.0731379427824277,0.4723073948233474,64.74,Moderate
U1138,143569,114171,29398,12199,91,0.2047656527523351,0.0849695965006373,0.7952343472476648,41.78,Risky
U1139,82256,68209,14047,15728,67,0.1707717370161447,0.191207936199183,0.8292282629838553,36.22,Vulnerable
U1140,119135,97265,21870,6738,136,0.1835732572291937,0.056557686657993,0.8164267427708062,41.15,Risky
U1141,65222,42381,22841,15913,31,0.3502039189230628,0.2439820919321701,0.6497960810769372,47.19,Risky
U1142,107373,57799,49574,2472,67,0.4616989373492405,0.0230225475678243,0.5383010626507595,61.63,Moderate
U1143,109575,95520,14055,19123,56,0.1282683093771389,0.1745197353410905,0.871731690622861,33.74,Vulnerable
U1144,126354,91063,35291,15679,63,0.279302594298558,0.1240878800829415,0.720697405701442,45.83,Risky
U1145,114651,84822,29829,1761,34,0.2601721746866577,0.0153596566972813,0.7398278253133422,47.75,Risky
U1146,93335,72340,20995,10167,62,0.2249424117426474,0.1089301976750415,0.7750575882573525,42.48,Risky
U1147,40965,33555,7410,10554,106,0.1808861222995239,0.2576345660930062,0.8191138777004761,34.93,Vulnerable
U1148,54538,31540,22998,17260,89,0.4216876306428545,0.3164765851333015,0.5783123693571455,50.02,Risky
U1149,138066,106665,31401,14277,65,0.2274347051410195,0.1034070661857372,0.7725652948589805,42.82,Risky
U1150,100592,84187,16405,3812,127,0.163084539526006,0.0378956577063782,0.836915460473994,40.28,Risky
U1151,128018,63757,64261,17844,142,0.5019684731834586,0.1393866487525192,0.4980315268165414,60.96,Moderate
U1152,143252,51445,91807,18117,40,0.6408776142741462,0.1264694384720632,0.3591223857258537,71.07,Moderate
U1153,38110,28190,9920,1605,126,0.2602991340855418,0.042114930464445,0.7397008659144582,46.96,Risky
U1154,109309,63490,45819,5622,99,0.4191695102873505,0.0514321785031424,0.5808304897126495,57.8,Risky
U1155,57266,22703,34563,6767,66,0.6035518457723605,0.1181678482869416,0.3964481542276394,68.7,Moderate
U1156,82992,72218,10774,11613,136,0.1298197416618469,0.1399291497975708,0.870180258338153,34.89,Vulnerable
U1157,112948,66016,46932,19901,143,0.415518645748486,0.1761961256507419,0.5844813542515139,53.8,Risky
U1158,128806,84057,44749,10589,44,0.3474139403443939,0.0822089033119575,0.6525860596556061,51.85,Risky
U1159,36910,32464,4446,13918,55,0.120455161202926,0.3770793822812246,0.879544838797074,27.12,Vulnerable
U1160,140989,50486,90503,13046,70,0.6419153267276171,0.0925320415067842,0.3580846732723829,72.16,Moderate
U1161,120982,67185,53797,2590,34,0.444669454960242,0.0214081433601692,0.555330545039758,60.48,Moderate
U1162,149176,78632,70544,17447,87,0.4728910816753365,0.1169558105861532,0.5271089183246634,59.59,Risky
U1163,30206,12280,17926,4324,40,0.5934582533271535,0.1431503674766602,0.4065417466728464,67.25,Moderate
U1164,117054,44598,72456,10787,38,0.618996360654057,0.0921540485587848,0.3810036393459429,70.57,Moderate
U1165,117897,60858,57039,9111,53,0.4838036591261864,0.0772793200844805,0.5161963408738136,61.55,Moderate
U1166,53419,29181,24238,5342,97,0.4537336902600198,0.100001871993111,0.5462663097399801,58.76,Risky
U1167,80636,56530,24106,16389,144,0.2989483605337566,0.2032466888238503,0.7010516394662434,44.83,Risky
U1168,144238,95272,48966,8659,136,0.3394805807068872,0.0600327236927855,0.6605194192931128,51.96,Risky
U1169,80015,54091,25924,14043,71,0.3239892520152471,0.1755045928888333,0.6760107479847529,47.41,Risky
U1170,147478,68476,79002,8837,46,0.535686678691059,0.0599208017467012,0.464313321308941,65.7,Moderate
U1171,137059,55654,81405,117,54,0.5939412953545553,0.0008536469695532,0.4060587046454447,71.55,Moderate
U1172,84268,55045,29223,13917,125,0.3467864432524802,0.1651516589927374,0.6532135567475198,49.32,Risky
U1173,140687,50447,90240,18935,21,0.6414238700093114,0.1345895498517986,0.3585761299906885,70.86,Moderate
U1174,117939,87377,30562,14309,96,0.2591339590805416,0.1213254309431146,0.7408660409194584,44.5,Risky
U1175,48141,18809,29332,13234,109,0.6092935335784466,0.2749008121975032,0.3907064664215534,64.4,Moderate
U1176,110356,39181,71175,5560,108,0.6449581354887818,0.0503823987821233,0.3550418645112182,73.64,Moderate
U1177,135878,77246,58632,846,113,0.4315047321862258,0.0062261734791504,0.5684952678137741,60.02,Moderate
U1178,101910,84319,17591,10954,26,0.1726130899813561,0.1074869983318614,0.827386910018644,38.86,Vulnerable
U1179,86044,44008,42036,13703,114,0.4885407465947655,0.1592557296267026,0.5114592534052346,59.42,Risky
U1180,97214,66296,30918,15385,127,0.318040611434567,0.1582590984837575,0.6819593885654329,47.52,Risky
U1181,147930,118193,29737,13746,93,0.2010207530588792,0.0929223281281687,0.7989792469411208,41.28,Risky
U1182,149324,112274,37050,6469,58,0.2481181859580509,0.0433219040475744,0.7518818140419491,46.07,Risky
U1183,63827,51874,11953,9333,90,0.1872718442038635,0.1462233850878155,0.8127281557961364,38.72,Vulnerable
U1184,85820,42905,42915,16608,75,0.5000582614775111,0.193521323700769,0.4999417385224889,59.2,Risky
U1185,92623,39584,53039,12819,61,0.572633147274435,0.1383997495222569,0.4273668527255649,65.93,Moderate
U1186,111734,52088,59646,4208,55,0.5338213972470331,0.0376608731451483,0.4661786027529668,66.24,Moderate
U1187,105450,77604,27846,6283,103,0.2640682788051209,0.0595827406353722,0.735931721194879,46.7,Risky
U1188,123426,102153,21273,2048,137,0.1723542851587186,0.0165929382788067,0.8276457148412815,41.57,Risky
U1189,147845,79809,68036,6233,26,0.4601846528458859,0.0421590178903581,0.5398153471541141,60.95,Moderate
U1190,52299,42813,9486,12941,73,0.1813801411116847,0.2474425897244689,0.8186198588883152,35.27,Vulnerable
U1191,73585,39281,34304,12607,148,0.4661819664333764,0.1713256777875925,0.5338180335666236,57.49,Risky
U1192,139225,51182,88043,9765,139,0.6323792422337943,0.0701382653977374,0.3676207577662058,72.16,Moderate
U1193,94044,53793,40251,1828,125,0.4280017863978563,0.0194377100080813,0.5719982136021436,59.38,Risky
U1194,72557,38385,34172,1917,66,0.4709676530176275,0.0264206072467163,0.5290323469823724,62.18,Moderate
U1195,79080,30486,48594,6988,142,0.6144916540212443,0.0883662114314618,0.3855083459787557,70.36,Moderate
U1196,139556,85437,54119,18410,138,0.3877941471523976,0.1319183696867207,0.6122058528476024,53.19,Risky
U1197,32693,14978,17715,14594,137,0.5418591135717126,0.4463952528064112,0.4581408864282874,54.54,Risky
U1198,125003,74137,50866,12977,40,0.4069182339623849,0.1038135084757965,0.5930817660376151,55.37,Risky
U1199,125259,99060,26199,9,45,0.2091586233324551,7.185112447009795e-05,0.7908413766675448,44.64,Risky
U1200,142235,119120,23115,16644,28,0.1625127429957464,0.1170176116989489,0.8374872570042535,37.87,Vulnerable
U1201,99163,63460,35703,9865,34,0.3600435646360033,0.0994826699474602,0.6399564353639966,52.22,Risky
U1202,55939,40661,15278,2219,29,0.273118933123581,0.03966821001448,0.726881066876419,47.93,Risky
U1203,78925,45977,32948,7041,141,0.4174596135571745,0.0892112765283497,0.5825403864428255,56.55,Risky
U1204,72941,47719,25222,18444,140,0.3457863204507753,0.252861902085247,0.6542136795492247,46.62,Risky
U1205,51834,24283,27551,5287,144,0.5315237103059768,0.1019986881197669,0.4684762896940232,64.15,Moderate
U1206,48047,36019,12028,1619,91,0.2503382105022166,0.0336961724977626,0.7496617894977834,46.51,Risky
U1207,56105,28730,27375,8512,68,0.4879244274128865,0.151715533374922,0.5120755725871134,59.6,Risky
U1208,105766,70150,35616,1342,110,0.3367433768886031,0.0126883875725658,0.6632566231113969,53.19,Risky
U1209,45707,36639,9068,10568,56,0.1983941190627256,0.2312118493884963,0.8016058809372744,36.95,Vulnerable
U1210,51976,37694,14282,19216,87,0.2747806680006157,0.3697090965060797,0.7252193319993844,38.14,Vulnerable
U1211,74262,60622,13640,19208,69,0.1836740190137621,0.2586518003824298,0.8163259809862379,35.1,Vulnerable
U1212,53776,35320,18456,18378,38,0.343201428146385,0.3417509669741148,0.656798571853615,43.77,Risky
U1213,60080,29044,31036,14231,119,0.516577896138482,0.2368675099866844,0.4834221038615179,59.05,Risky
U1214,96842,36278,60564,3490,79,0.6253898102063155,0.0360380826500898,0.3746101897936845,72.7,Moderate
U1215,91373,47052,44321,9310,108,0.4850557604544012,0.1018900550490845,0.5149442395455988,60.9,Moderate
U1216,36776,16806,19970,7984,88,0.5430171851207309,0.2170981074613878,0.456982814879269,61.5,Moderate
U1217,122787,83485,39302,17988,68,0.3200827449159927,0.1464975933934374,0.6799172550840072,48.01,Risky
U1218,85016,51581,33435,12219,127,0.3932789122047614,0.1437258868918791,0.6067210877952386,53.22,Risky
U1219,39474,16305,23169,235,138,0.5869433044535644,0.0059532857070476,0.4130566955464356,70.91,Moderate
U1220,135830,73058,62772,10161,56,0.4621364941470956,0.0748067437237723,0.5378635058529043,60.11,Moderate
U1221,88053,54863,33190,1908,30,0.3769320750002839,0.0216687676740145,0.6230679249997161,55.74,Risky
U1222,51959,36293,15666,8567,97,0.3015069574087261,0.1648800015396755,0.6984930425912739,46.16,Risky
U1223,35530,31586,3944,3530,96,0.1110047846889952,0.0993526597241767,0.8889952153110048,34.79,Vulnerable
U1224,124856,70802,54054,5256,21,0.4329307362081117,0.0420964951624271,0.5670692637918883,59.04,Risky
U1225,149101,88373,60728,19019,83,0.4072943843434987,0.1275578299273646,0.5927056156565013,54.68,Risky
U1226,33748,17656,16092,8162,54,0.4768282564892734,0.241851368970013,0.5231717435107266,56.12,Risky
U1227,127504,81300,46204,18944,26,0.3623729451625047,0.1485757309574601,0.6376270548374953,50.91,Risky
U1228,128098,64171,63927,5415,104,0.4990476041780511,0.0422723227528923,0.5009523958219488,63.67,Moderate
U1229,43545,37553,5992,3391,86,0.1376047766678149,0.0778734642324032,0.8623952233321851,37.3,Vulnerable
U1230,96199,60612,35587,11157,61,0.3699310803646607,0.1159783365731452,0.6300689196353393,52.42,Risky
U1231,64766,35081,29685,5951,137,0.4583423401167279,0.0918846308248154,0.5416576598832721,59.33,Risky
U1232,103530,36511,67019,8007,144,0.6473389355742297,0.0773399014778325,0.3526610644257703,72.99,Moderate
U1233,123557,94395,29162,9064,43,0.236020622061073,0.0733588546177068,0.763979377938927,44.32,Risky
U1234,91087,49491,41596,15524,65,0.4566623118556984,0.1704304675749558,0.5433376881443016,56.85,Risky
U1235,125839,55987,69852,19282,38,0.5550902343470625,0.1532275367731784,0.4449097656529375,64.26,Moderate
U1236,146183,104051,42132,77,87,0.2882140878214293,0.0005267370350861,0.7117859121785707,50.16,Risky
U1237,98840,50500,48340,7577,121,0.4890732496964791,0.0766592472683124,0.5109267503035209,61.94,Moderate
U1238,148451,101804,46647,16984,61,0.3142248957568491,0.1144081211982405,0.6857751042431509,48.56,Risky
U1239,84384,50070,34314,14060,51,0.4066410693970421,0.16661926431551,0.5933589306029579,53.47,Risky
U1240,81005,56161,24844,17449,128,0.306697117461885,0.2154064563915807,0.6933028825381149,45.01,Risky
U1241,76576,39107,37469,18520,55,0.4893047430004179,0.2418512327622231,0.5106952569995821,57.0,Risky
U1242,69353,34776,34577,10535,116,0.4985653108012631,0.1519040272230473,0.5014346891987369,60.34,Moderate
U1243,92003,51426,40577,9510,92,0.4410399660880623,0.1033661945806115,0.5589600339119376,57.77,Risky
U1244,113211,76599,36612,6943,116,0.3233961364178392,0.061327962830467,0.6766038635821607,50.8,Risky
U1245,82733,40546,42187,11954,142,0.5099174452757667,0.1444888980213457,0.4900825547242334,61.36,Moderate
U1246,95318,44247,51071,7804,89,0.5357959671835331,0.081873308294341,0.464204032816467,65.05,Moderate
U1247,139953,61849,78104,6565,32,0.5580730673869084,0.0469086050316892,0.4419269326130915,67.66,Moderate
U1248,119474,74607,44867,5984,68,0.3755377739089676,0.0500862112258734,0.6244622260910324,54.79,Risky
U1249,53664,28546,25118,4670,79,0.4680605247465713,0.0870229576624925,0.5319394752534288,60.15,Moderate
U1250,97172,54630,42542,18574,149,0.4378010126373852,0.1911455974972214,0.5621989873626148,54.91,Risky
U1251,115616,83192,32424,9184,24,0.2804456130639358,0.0794353722668142,0.7195543869360642,47.25,Risky
U1252,123264,51210,72054,19096,46,0.5845502336448598,0.1549195223260643,0.4154497663551402,66.27,Moderate
U1253,145386,58180,87206,2192,27,0.5998239170208961,0.0150771050857716,0.4001760829791039,71.54,Moderate
U1254,56736,28249,28487,1248,69,0.5020974337281444,0.0219966159052453,0.4979025662718556,64.49,Moderate
U1255,124209,54863,69346,11246,86,0.5583009282741186,0.0905409430878599,0.4416990717258813,66.36,Moderate
U1256,133041,66695,66346,12790,63,0.4986883742605663,0.096135777692591,0.5013116257394337,62.02,Moderate
U1257,142859,125969,16890,18381,144,0.1182284630299806,0.1286653273507444,0.8817715369700194,34.42,Vulnerable
U1258,142181,64801,77380,3687,77,0.5442358683649714,0.0259317349012877,0.4557641316350286,67.32,Moderate
